Author,Message_Count,Total_Characters,Average_Content_Length,Activity_Category
sirwynter,1,18.0,3.0,Very Low
sis_ibk,1,18.0,3.0,Very Low
sittcomm,1,18.0,3.0,Very Low
sittingbull7,2,157.0,13.0,Very Low
siz0945,3,40.0,2.6666666666666665,Very Low
sj8184,4,150.0,7.5,Very Low
sjay2013,6,391.0,11.166666666666666,Very Low
sjvallon#2118,1,18.0,3.0,Very Low
skakmatt,1,18.0,3.0,Very Low
skeleheart </3#1120,1,18.0,3.0,Very Low
skeptrune,4,438.0,20.25,Very Low
sketchbreezy,1,18.0,3.0,Very Low
skg_sumit,4,170.0,9.0,Very Low
skimming#3781,1,18.0,3.0,Very Low
skittles#2659,1,18.0,3.0,Very Low
skorpion5709,2,48.0,5.0,Very Low
skrrypto,2,16.0,1.5,Very Low
sktrgtmgdm,1,12.0,3.0,Very Low
skuskubinks,2,17.0,1.0,Very Low
skyba01,1,18.0,3.0,Very Low
skyewardk,1,18.0,3.0,Very Low
skyfire20,3,187.0,10.0,Very Low
skyforce#9129,1,18.0,3.0,Very Low
skylarkq,3,822.0,46.333333333333336,Very Low
skylerwhite1783,2,71.0,6.5,Very Low
skyline7069,1,18.0,3.0,Very Low
slampixneo,1,150.0,23.0,Very Low
slavkingdnk,1,18.0,3.0,Very Low
slavochek#3935,1,18.0,3.0,Very Low
sleepy.nc#0190,1,18.0,3.0,Very Low
slezp#1733,1,18.0,3.0,Very Low
slicy_chops,1,18.0,3.0,Very Low
slipmonki,4,769.0,35.5,Very Low
slipperymouth,1,26.0,5.0,Very Low
slippezz#7838,1,18.0,3.0,Very Low
slr.qv,1,18.0,3.0,Very Low
slyfoxhd,1,18.0,3.0,Very Low
slyrate1y,1,18.0,3.0,Very Low
sm1212bricktoupunks,12,1247.0,21.416666666666668,Low
smallcapscience,2,200.0,20.5,Very Low
smallforward6,1,18.0,3.0,Very Low
smart#9542,1,18.0,3.0,Very Low
smart.eth,2,32.0,3.0,Very Low
smart8182,15,588.0,7.933333333333334,Low
smartgambling,4,196.0,9.75,Very Low
smartvic771,3,191.0,11.666666666666666,Very Low
smartzy#2316,1,18.0,3.0,Very Low
smcc90,1,18.0,3.0,Very Low
smejak,1,18.0,3.0,Very Low
smhmyheadmyhead,21,695.0,6.761904761904762,Low
smile.10162,6,294.0,9.0,Very Low
smilga_official,1,18.0,3.0,Very Low
smith richie#2148,1,18.0,3.0,Very Low
smith213,1,5.0,1.0,Very Low
smmaff,1,14.0,2.0,Very Low
smndev,1,18.0,3.0,Very Low
smo_eth,1,18.0,3.0,Very Low
snakenot5e,1,18.0,3.0,Very Low
sndnfl,1,18.0,3.0,Very Low
sndpbjri,1,18.0,3.0,Very Low
sneakyninja0536,3,343.0,18.666666666666668,Very Low
sniper0393,1,18.0,3.0,Very Low
snkypotato,5,198.0,6.8,Very Low
soangadha#3580,1,18.0,3.0,Very Low
sobeadaygsy,1,18.0,3.0,Very Low
sobol9,1,18.0,3.0,Very Low
socalsundiego,2,43.0,4.5,Very Low
social009#6003,1,18.0,3.0,Very Low
social009#6210,1,18.0,3.0,Very Low
sofaa_kup,2,43.0,4.0,Very Low
sohaib#3581,1,18.0,3.0,Very Low
sohailshah#0696,0,0.0,,
sokolll.,2,7.0,1.0,Very Low
sol.generator,1,18.0,3.0,Very Low
sol_5768,1,18.0,3.0,Very Low
sol_is_here,1,18.0,3.0,Very Low
sola#4065,2,32.0,3.0,Very Low
soldado06y4z,1,18.0,3.0,Very Low
soli#2056,1,18.0,3.0,Very Low
solidityslayer,1,18.0,3.0,Very Low
solomonkc.,2,27.0,1.0,Very Low
solstef,1,117.0,22.0,Very Low
someshchaturvedi,1,18.0,3.0,Very Low
somnathz,1,18.0,3.0,Very Low
somokh,1,2.0,1.0,Very Low
sonanomaly,20,476.0,4.65,Low
songzeli,1,18.0,3.0,Very Low
soniaruiz#6274,1,18.0,3.0,Very Low
sonic6057,1,18.0,3.0,Very Low
sonica#1190,1,18.0,3.0,Very Low
sonimanager,1,18.0,3.0,Very Low
sonofapitchypg,1,18.0,3.0,Very Low
soononair,1,18.0,3.0,Very Low
sooper_,6,1014.0,30.166666666666668,Very Low
sooyaaa#3845,1,18.0,3.0,Very Low
sooz#1221,1,18.0,3.0,Very Low
soph.#7519,1,18.0,3.0,Very Low
sophie.#5822,1,18.0,3.0,Very Low
soren#3374,1,18.0,3.0,Very Low
sortoite,9,504.0,9.777777777777779,Very Low
soubir.,1,18.0,3.0,Very Low
souichi9410,1,207.0,43.0,Very Low
souleater9868,1,381.0,74.0,Very Low
soulman5,1,1519.0,228.0,Very Low
sourcecode03,2,53.0,5.5,Very Low
souveynr,2,250.0,23.5,Very Low
sovbild,3,47.0,3.0,Very Low
soytuking#7887,1,18.0,3.0,Very Low
space-ranger#8203,1,18.0,3.0,Very Low
spacemonkey127,2,20.0,2.0,Very Low
spaces_vs_tabs#5398,2,413.0,38.5,Very Low
spacetoon#7196,1,18.0,3.0,Very Low
spamjam#8924,1,18.0,3.0,Very Low
spark9066,1,18.0,3.0,Very Low
sparkleude20231966,12,116.0,2.3333333333333335,Low
sparkling0614,4,712.0,29.0,Very Low
spawnnext,1,18.0,3.0,Very Low
spbalexandr,1,18.0,3.0,Very Low
speakgibberish1,6,497.0,14.666666666666666,Very Low
spider2625,1,18.0,3.0,Very Low
spiritshaman,1,18.0,3.0,Very Low
splatuy,1,18.0,3.0,Very Low
splee48,2,50.0,4.5,Very Low
splixx_w,1,18.0,3.0,Very Low
spoingle#5638,1,18.0,3.0,Very Low
spoko#8087,1,18.0,3.0,Very Low
spokorny,1,18.0,3.0,Very Low
spongey#1882,1,18.0,3.0,Very Low
spoorthyakella#5471,1,18.0,3.0,Very Low
spoxikd6c,1,18.0,3.0,Very Low
sprof22,1,18.0,3.0,Very Low
spyda5556,1,18.0,3.0,Very Low
spyder65,1,18.0,3.0,Very Low
spyri21,1,18.0,3.0,Very Low
squanchy9073,1,18.0,3.0,Very Low
squid6369,1,18.0,3.0,Very Low
srambs,1,18.0,3.0,Very Low
sravi2421#1634,1,18.0,3.0,Very Low
sreeharsha.eth#7467,1,18.0,3.0,Very Low
srikanth#8182,1,18.0,3.0,Very Low
srikzh3gh,1,18.0,3.0,Very Low
srisankethu#0730,1,18.0,3.0,Very Low
srjshishmn,2,255.0,23.5,Very Low
ssaha007#4362,11,1525.0,27.363636363636363,Low
ssandra<3#1892,1,18.0,3.0,Very Low
ssdante#9156,1,18.0,3.0,Very Low
ssskylark,78,11692.0,25.564102564102566,Low
ssslucasss,1,18.0,3.0,Very Low
ssss13wewd#8747,1,18.0,3.0,Very Low
ssv#1217,1,18.0,3.0,Very Low
sszylus,32,888.0,5.3125,Low
st4rgard3n,5,519.0,19.0,Very Low
stabby4665,1,18.0,3.0,Very Low
stablebiscuit#7521,1,18.0,3.0,Very Low
stablekoin,2,36.0,3.0,Very Low
stackingsmiles#2104,1,18.0,3.0,Very Low
staff91#6813,2,209.0,18.5,Very Low
stakedqueen,1,18.0,3.0,Very Low
staker2020,1,18.0,3.0,Very Low
stant8878,1,18.0,3.0,Very Low
starbarchi,1,18.0,3.0,Very Low
starn#4290,2,21.0,2.0,Very Low
starstar#2333,1,18.0,3.0,Very Low
starwell#3570,1,18.0,3.0,Very Low
starynstupid,2,185.0,19.0,Very Low
starzinger#9324,3,419.0,26.666666666666668,Very Low
staszmeev.eth,1,2.0,1.0,Very Low
stathism,2,266.0,28.0,Very Low
status4791,5,139.0,5.8,Very Low
stavr0gin,2,99.0,8.5,Very Low
ste10n,1,18.0,3.0,Very Low
ste2169,1,62.0,13.0,Very Low
stealth7158,20,585.0,5.6,Low
steeks_,1,18.0,3.0,Very Low
steezer#4042,1,18.0,3.0,Very Low
stefan.eth.,3,205.0,13.666666666666666,Very Low
stefan5103,1,18.0,3.0,Very Low
stellar4879,1,18.0,3.0,Very Low
steph012565,2,64.0,7.0,Very Low
steph1301,1,2.0,1.0,Very Low
stephin#3992,7,240.0,5.857142857142857,Very Low
steur_33,7,447.0,11.857142857142858,Very Low
stevefromhrft,1,18.0,3.0,Very Low
steven bennett#3081,1,18.0,3.0,Very Low
steven95421#2669,1,18.0,3.0,Very Low
steven_999.,1,18.0,3.0,Very Low
steven_l_miller,1,18.0,3.0,Very Low
stevenmmmma,1,18.0,3.0,Very Low
stevenn002,1,18.0,3.0,Very Low
stevenzuber,1,18.0,3.0,Very Low
steveyb#2835,1,18.0,3.0,Very Low
stewpage#5871,2,98.0,9.0,Very Low
stewpage#7822,1,18.0,3.0,Very Low
stijn_vb,1,29.0,7.0,Very Low
stillmoving.,1,18.0,3.0,Very Low
stingerup,2,398.0,39.5,Very Low
stip11,204,30190.0,25.50980392156863,Moderate
stippes,2,461.0,40.5,Very Low
stkout,6,648.0,18.0,Very Low
stmx38,4,1483.0,65.75,Very Low
stoa#2166,1,18.0,3.0,Very Low
stochastic01,1,18.0,3.0,Very Low
stoik.eth,7,30.0,1.2857142857142858,Very Low
stoopaloopo,1,18.0,3.0,Very Low
str1chc0de,1,2.0,1.0,Very Low
strategicreserve,1,18.0,3.0,Very Low
stratego.eth,11,923.0,14.363636363636363,Low
stratopanda,2,105.0,10.0,Very Low
streamerd,2,314.0,27.5,Very Low
strikerburns,1,17.0,4.0,Very Low
strix._,1,18.0,3.0,Very Low
strowdeath,1,18.0,3.0,Very Low
suarez2583,1,18.0,3.0,Very Low
subair#7184,1,18.0,3.0,Very Low
subconscious9830,1,18.0,3.0,Very Low
subejo#2866,1,18.0,3.0,Very Low
subhash2134,1,18.0,3.0,Very Low
subhashkarri,2,36.0,3.0,Very Low
subit_crypto,16,947.0,10.375,Low
suchcool.eth,7,631.0,15.571428571428571,Very Low
suddeath,1,18.0,3.0,Very Low
sudheergorantla,1,2.0,1.0,Very Low
suffix#2685,1,18.0,3.0,Very Low
sugapapi.,4,109.0,4.75,Very Low
sugoibtc,2,36.0,3.0,Very Low
sujith_god,3,81.0,4.666666666666667,Very Low
suki ΓÖí#0725,1,18.0,3.0,Very Low
sukiti#6449,2,71.0,5.5,Very Low
sukur23#7226,2,19.0,2.0,Very Low
sullivanzzz#8224,1,18.0,3.0,Very Low
sumedha.eth#2247,1,18.0,3.0,Very Low
sumonahmed#2279,3,158.0,10.0,Very Low
sundae#6302,1,18.0,3.0,Very Low
sundaii,1,18.0,3.0,Very Low
sundawani-trader#0422,1,18.0,3.0,Very Low
sungodnika96_,1,18.0,3.0,Very Low
sunnydrive.,4,111.0,4.75,Very Low
sunnyvile#6700,1,18.0,3.0,Very Low
sunsnot#6886,1,18.0,3.0,Very Low
sunstar1780,10,542.0,11.0,Very Low
sunthewichv2u9,1,18.0,3.0,Very Low
super.slayin.squanchy,5,327.0,13.4,Very Low
supercatrin,1,18.0,3.0,Very Low
supercell0001,1,18.0,3.0,Very Low
superman#8471,1,18.0,3.0,Very Low
superonecoderman,5,153.0,5.4,Very Low
superprotocol,1,18.0,3.0,Very Low
superuser0,1,18.0,3.0,Very Low
suportsolutions_assistance,1,18.0,3.0,Very Low
suportsystem,1,22.0,6.0,Very Low
support customer care 🪛⚒#6449,1,18.0,3.0,Very Low
support#3912,1,18.0,3.0,Very Low
support#9994,1,18.0,3.0,Very Low
support_team#8552,1,18.0,3.0,Very Low
supportandhelpteam,1,18.0,3.0,Very Low
supportteam#4894,1,18.0,3.0,Very Low
surbhit_agrawal,1,18.0,3.0,Very Low
surendra8304,1,18.0,3.0,Very Low
surfaccountant,1,18.0,3.0,Very Low
surfweb3.com,2,135.0,12.0,Very Low
susancrista,1,2.0,1.0,Very Low
sushiman4340,1,18.0,3.0,Very Low
susidharan,1,2.0,1.0,Very Low
susscrypto,1,331.0,57.0,Very Low
sussinghama,1,18.0,3.0,Very Low
suz.phi,1,18.0,3.0,Very Low
sv.capt,2,373.0,31.5,Very Low
svarog555,1,18.0,3.0,Very Low
svcrypto,1,18.0,3.0,Very Low
sven.hammerschmidt#1835,2,689.0,60.5,Very Low
svenstar,1,18.0,3.0,Very Low
svetlanatrusova83#9233,1,18.0,3.0,Very Low
svetlanka6240,1,18.0,3.0,Very Low
svm0lls,3,83.0,6.0,Very Low
svprice101,1,18.0,3.0,Very Low
swayziip6g,1,18.0,3.0,Very Low
sweet_shesha,2,195.0,18.0,Very Low
sweptbackcat,1,18.0,3.0,Very Low
swift_77,2,5.0,1.0,Very Low
swiftyos,1,18.0,3.0,Very Low
swish24_08,239,22258.0,16.96652719665272,Moderate
syaeqis#4014,1,18.0,3.0,Very Low
syam811#2850,1,18.0,3.0,Very Low
sydsto11#7711,1,18.0,3.0,Very Low
syed_shamba,1,27.0,5.0,Very Low
sylvaincloutier,5,100.0,4.6,Very Low
sylvainlb#2905,1,18.0,3.0,Very Low
symverse,1,18.0,3.0,Very Low
syn3sth3sia.eth,1,403.0,64.0,Very Low
syndk8,1,18.0,3.0,Very Low
synergy30.,1,18.0,3.0,Very Low
synonymofheat,4,681.0,28.5,Very Low
sytrixπü¬#2686,1,18.0,3.0,Very Low
syx#3559,1,18.0,3.0,Very Low
szchrist422,4,121.0,6.5,Very Low
szollosipeter,1,200.0,35.0,Very Low
t.gomathi,3,55.0,3.0,Very Low
t0m3496,1,18.0,3.0,Very Low
t1mbo#8566,1,18.0,3.0,Very Low
t1muck0#0278,1,7.0,2.0,Very Low
t2pm_by,3,149.0,10.666666666666666,Very Low
t2t#7536,1,948.0,89.0,Very Low
tabboz,1,18.0,3.0,Very Low
tacito#1719,1,18.0,3.0,Very Low
tacocat3227,1,18.0,3.0,Very Low
tacos1416,1,18.0,3.0,Very Low
tadayukioda,1,18.0,3.0,Very Low
tafsirul555,4,113.0,6.0,Very Low
tagwireyih#0632,1,18.0,3.0,Very Low
taichijiro,36,8653.0,36.69444444444444,Low
takalya4,1,18.0,3.0,Very Low
takatoph,1,18.0,3.0,Very Low
takram3,1,6.0,1.0,Very Low
taliskye,1,18.0,3.0,Very Low
talvesz,1,18.0,3.0,Very Low
tamara#7225,1,18.0,3.0,Very Low
tamarandom,1,18.0,3.0,Very Low
tanatamwz,1,62.0,9.0,Very Low
tanisha#9566,1,18.0,3.0,Very Low
tannedoaksprout,8,721.0,16.75,Very Low
tantv4668,1,185.0,32.0,Very Low
tanvee#8850,1,18.0,3.0,Very Low
taobitt,1,63.0,14.0,Very Low
taoking,2,20.0,2.0,Very Low
tapirul,1,18.0,3.0,Very Low
tarandros,1,437.0,69.0,Very Low
tarunk99,29,2668.0,16.413793103448278,Low
taskfarm,1,18.0,3.0,Very Low
taskspareto,4,129.0,6.75,Very Low
tayarn#7753,2,759.0,63.0,Very Low
taylans.eth,1,18.0,3.0,Very Low
taylor me#4368,5,222.0,9.6,Very Low
tazmania#3066,1,18.0,3.0,Very Low
tbat5870,1,18.0,3.0,Very Low
tbdtribute,1,7.0,2.0,Very Low
tbonekats,1,18.0,3.0,Very Low
tc3711,1,18.0,3.0,Very Low
tchando#0166,1,18.0,3.0,Very Low
tcp2355,1,18.0,3.0,Very Low
tdane1#6800,1,18.0,3.0,Very Low
tdvolgograd,1,18.0,3.0,Very Low
teahippie,1,18.0,3.0,Very Low
team001,17,413.0,4.705882352941177,Low
teamvier,1,2.0,1.0,Very Low
tear777,7,387.0,11.571428571428571,Very Low
tears0ut#7122,1,18.0,3.0,Very Low
techfomo,1,3.0,1.0,Very Low
teddybett,1,18.0,3.0,Very Low
tedff#6290,1,18.0,3.0,Very Low
tednatd53,1,18.0,3.0,Very Low
teecn,1,18.0,3.0,Very Low
tehuti5961,1,21.0,4.0,Very Low
tejalapeno,1,18.0,3.0,Very Low
tejeze,2,85.0,9.0,Very Low
teji.g,1,18.0,3.0,Very Low
tejthetoaster#9940,1,18.0,3.0,Very Low
tek_ninja,1,18.0,3.0,Very Low
telemarkus,1,18.0,3.0,Very Low
telisgr,16,687.0,8.3125,Low
telliver,5,114.0,5.4,Very Low
temi2194,8,162.0,4.25,Very Low
temitopeohassan,1,18.0,3.0,Very Low
tempetivez,1,18.0,3.0,Very Low
tempo8984,1,18.0,3.0,Very Low
tenkiyama#7229,1,18.0,3.0,Very Low
tenkooo.,1,18.0,3.0,Very Low
tenzuudagoat#4995,1,18.0,3.0,Very Low
teodor_51,2,81.0,8.0,Very Low
teotaco7,5,142.0,5.6,Very Low
teqcca#7201,1,18.0,3.0,Very Low
teque_,1,18.0,3.0,Very Low
terexitarius,3,331.0,18.333333333333332,Very Low
terik69,1,18.0,3.0,Very Low
terry_94_,1,18.0,3.0,Very Low
terrycao,2,19.0,2.0,Very Low
terrykeng,1,18.0,3.0,Very Low
tertius.eth,1,18.0,3.0,Very Low
tery9398,1,18.0,3.0,Very Low
test1902#0330,1,18.0,3.0,Very Low
test321#2932,1,18.0,3.0,Very Low
testguid,1,18.0,3.0,Very Low
testingaccount#6567,1,18.0,3.0,Very Low
testk#6242,15,1530.0,18.666666666666668,Low
testskissssssssssssssssssssssss#0446,1,18.0,3.0,Very Low
testthewest#4943,1,18.0,3.0,Very Low
tetianka,2,265.0,22.5,Very Low
tetrahedron#0253,1,18.0,3.0,Very Low
tewekek485#6481,1,18.0,3.0,Very Low
tewyn.,1,18.0,3.0,Very Low
tg3452,2,76.0,7.0,Very Low
tg6128,1,18.0,3.0,Very Low
tgifresh13xrp,1,18.0,3.0,Very Low
th0ku.,1,114.0,21.0,Very Low
th2962,1,18.0,3.0,Very Low
thabigdropp,1,18.0,3.0,Very Low
tham#8816,1,18.0,3.0,Very Low
thana999#1613,1,18.0,3.0,Very Low
thangs8838,1,18.0,3.0,Very Low
that banda over there#9913,1,132.0,22.0,Very Low
thatguyZ#0231,1,18.0,3.0,Very Low
the boss | RENEC#6529,1,18.0,4.0,Very Low
the liquidated#4784,1,18.0,3.0,Very Low
the omor pictures#8495,1,18.0,3.0,Very Low
the_crypto_prophet,1,86.0,12.0,Very Low
the_haza,5,1218.0,41.2,Very Low
the_jawnsen#4306,1,18.0,3.0,Very Low
the_razf,1,18.0,3.0,Very Low
theboi#0767,1,18.0,3.0,Very Low
thebouncespotter,5,651.0,20.6,Very Low
thecoinoracle,1,250.0,42.0,Very Low
thecryptobeast,3,5.0,1.0,Very Low
thedailyidiot,2,36.0,3.0,Very Low
thedeer333,1,18.0,3.0,Very Low
thedev42,1,2.0,1.0,Very Low
thedrexxxd,2,36.0,3.0,Very Low
theekshana076,3,56.0,3.3333333333333335,Very Low
theeye6831,1,18.0,3.0,Very Low
thegeneral209,13,1460.0,21.46153846153846,Low
thegoldeneel.eth,1,18.0,3.0,Very Low
theguardian12ft5,1,18.0,3.0,Very Low
thehunter88,1,18.0,3.0,Very Low
thejamesj,1,18.0,3.0,Very Low
them.apples,1,18.0,3.0,Very Low
thenerdautomaton,1,18.0,3.0,Very Low
thenicolasweber.eth,1,18.0,3.0,Very Low
theobtl,2,295.0,23.5,Very Low
theonemoritz,1,18.0,3.0,Very Low
theonemoritz#3308,1,18.0,3.0,Very Low
thepastor4834,2,23.0,2.0,Very Low
thepinkpanther.,1,18.0,3.0,Very Low
thepresidente,7,632.0,15.285714285714286,Very Low
thesamap#7822,4,310.0,14.5,Very Low
thestallion3,1,63.0,9.0,Very Low
thesyndicate4265,1,18.0,3.0,Very Low
thethemitcrypto,1,18.0,3.0,Very Low
theuroboros8,2,141.0,13.0,Very Low
thew0rldisy0urs,1,18.0,3.0,Very Low
theweb3bane,1,47.0,9.0,Very Low
thewsephj,1,54.0,8.0,Very Low
thiago.rossi,3,316.0,18.666666666666668,Very Low
thiago_wilson#7659,1,18.0,3.0,Very Low
thigh5,1,18.0,3.0,Very Low
thilowitting,1,18.0,3.0,Very Low
thinker9833,2,36.0,3.0,Very Low
thirdpatriot,3,6.0,1.0,Very Low
thisdudebro,1,18.0,3.0,Very Low
thisismonarch,1,2.0,1.0,Very Low
thisispyv,1,18.0,3.0,Very Low
tholder.,12,940.0,14.583333333333334,Low
tholv1623,1,30.0,6.0,Very Low
thomasbass,1,18.0,3.0,Very Low
thomasderrick#7280,1,18.0,3.0,Very Low
thomaslv,7,274.0,8.571428571428571,Very Low
tht#4745,1,18.0,3.0,Very Low
thyce,1,18.0,3.0,Very Low
tiaga#0184,1,18.0,3.0,Very Low
tian7.eth,2,300.0,24.5,Very Low
tianaukraine,2,106.0,8.5,Very Low
tiandao.eth#1135,1,18.0,3.0,Very Low
ticaleen,2,36.0,3.0,Very Low
ticketsupporttool,1,18.0,3.0,Very Low
tidesfalls#6240,1,18.0,3.0,Very Low
tiff9097,17,1079.0,12.0,Low
tigert0221,20,3926.0,34.2,Low
tiki_barry,5,662.0,26.2,Very Low
tilak_trs,1,6.0,1.0,Very Low
tim0808,1,166.0,26.0,Very Low
tim2playyx,1,18.0,3.0,Very Low
timebirdjatiaxie,1,18.0,3.0,Very Low
timheiler#8903,1,18.0,3.0,Very Low
timmm92#4438,1,18.0,3.0,Very Low
timonsachweh,1,18.0,3.0,Very Low
timotheus6812,4,961.0,40.25,Very Low
tin#4357,1,18.0,3.0,Very Low
tinanpha,1,2.0,1.0,Very Low
tint.eth,3,465.0,27.333333333333332,Very Low
tinychenlin,1,18.0,3.0,Very Low
tionanima#6539,1,18.0,3.0,Very Low
tip.cc#7731,2,74.0,5.5,Very Low
tirion77,1,18.0,3.0,Very Low
titan.eth#4752,4,46.0,2.75,Very Low
titaniumals,1,18.0,3.0,Very Low
titofigs,1,164.0,29.0,Very Low
titoken#9870,1,18.0,3.0,Very Low
tixumi,1,18.0,3.0,Very Low
tiyarook,1,18.0,3.0,Very Low
tizzy8147,7,581.0,15.142857142857142,Very Low
tjabbsofos,1,51.0,12.0,Very Low
tjolpie,3,170.0,10.0,Very Low
tjschipper1#7265,1,18.0,3.0,Very Low
tk0644,1,18.0,3.0,Very Low
tk2022#4813,1,18.0,3.0,Very Low
tkd7219,1,18.0,3.0,Very Low
tmedeiros#5850,1,18.0,3.0,Very Low
tmeta13,1,17.0,3.0,Very Low
tmk1221,3,276.0,16.0,Very Low
tmmtrx,4,8.0,1.0,Very Low
tnorm,1,18.0,3.0,Very Low
toan22#3206,1,18.0,3.0,Very Low
toast#5529,1,18.0,3.0,Very Low
toastyfevers,28,1319.0,9.035714285714286,Low
tobiasmanthey,31,6911.0,39.903225806451616,Low
tobinbellsaw,1,2.0,1.0,Very Low
tods.81,1,2.0,1.0,Very Low
toffie_io_11953,17,8410.0,79.11764705882354,Low
tofuchris,1,18.0,3.0,Very Low
toguitas28y18,1,18.0,3.0,Very Low
tohara#5266,1,18.0,3.0,Very Low
tojismilkers#4924,1,18.0,3.0,Very Low
tojismilkers#6300,1,18.0,3.0,Very Low
token778,1,26.0,4.0,Very Low
toktam,1,18.0,3.0,Very Low
tokyom.,4,93.0,3.5,Very Low
tolybill,0,0.0,,
tomasdahl#9875,1,18.0,3.0,Very Low
tomato4113,3,407.0,23.0,Very Low
tomhussonjoineden.ai,2,347.0,34.5,Very Low
tomitzu,1,18.0,3.0,Very Low
tomm2812,1,18.0,3.0,Very Low
tommy.venator,2,36.0,3.0,Very Low
tomoklc#2139,1,14.0,2.0,Very Low
tomsmetaverse,1,18.0,3.0,Very Low
tomsongun,1,18.0,3.0,Very Low
tomstreamr,1,18.0,3.0,Very Low
tomwedler,1,18.0,3.0,Very Low
tonigodswill,5,205.0,7.8,Very Low
tony#0684,1,18.0,3.0,Very Low
tony32122#9452,1,18.0,3.0,Very Low
tony_almedia,1,18.0,3.0,Very Low
tonycp24,2,143.0,13.0,Very Low
tonymoon,1,18.0,3.0,Very Low
tonyoqnt3333#4119,1,18.0,3.0,Very Low
tonyyy#4647,1,18.0,3.0,Very Low
toocky,1,18.0,3.0,Very Low
tools9082,1,18.0,3.0,Very Low
topa9176,9,428.0,8.88888888888889,Very Low
topaz_369,1,18.0,3.0,Very Low
topede_medconnect#3517,1,18.0,3.0,Very Low
topper8470,1,18.0,3.0,Very Low
torbair,1,3.0,2.0,Very Low
toreybolton,1,18.0,3.0,Very Low
torilss,1,2.0,1.0,Very Low
torn4das,1,18.0,3.0,Very Low
tornillo#9553,11,172.0,3.6363636363636362,Low
tosh.lo,1,18.0,3.0,Very Low
tossed.salad,2,40.0,4.0,Very Low
totya7754,1,18.0,3.0,Very Low
toucan.br,24,734.0,5.25,Low
touchofmyk,3,217.0,13.333333333333334,Very Low
toxicslutrz,1,18.0,3.0,Very Low
toxilate,1,18.0,3.0,Very Low
tpr22#4176,1,18.0,3.0,Very Low
tr0ublemaker0464,2,7.0,1.0,Very Low
tr0uva1lle,5,268.0,8.6,Very Low
tr7_7777,1,18.0,3.0,Very Low
trace20,2,950.0,82.0,Very Low
tracer5166,3,159.0,10.333333333333334,Very Low
tracytran88,3,22.0,1.6666666666666667,Very Low
traderbiku,3,636.0,42.666666666666664,Very Low
tradersid,2,41.0,3.5,Very Low
tradingarmour,2,42.0,3.0,Very Low
trafficlab#4235,8,753.0,17.75,Very Low
trainbee,3,69.0,4.333333333333333,Very Low
trammm,1,18.0,3.0,Very Low
tramullas55,1,18.0,3.0,Very Low
trangnv,13,902.0,11.846153846153847,Low
tranqilo4488,1,5.0,1.0,Very Low
transhypocrite,3,646.0,34.666666666666664,Very Low
translate3d#6235,1,14.0,3.0,Very Low
trap6230,1,16.0,3.0,Very Low
traphouse#4028,1,18.0,3.0,Very Low
travin.,1,18.0,3.0,Very Low
trendrift,1,18.0,3.0,Very Low
trentmc0,38,8174.0,37.63157894736842,Low
tri3#2725,1,18.0,3.0,Very Low
tricelex,1,18.0,3.0,Very Low
tricky_playz<3#5484,1,18.0,3.0,Very Low
trigs_0,1,546.0,92.0,Very Low
trigun_99,1,18.0,3.0,Very Low
trikkd,1,51.0,10.0,Very Low
triplew8487,1,13.0,3.0,Very Low
triplizity,1,18.0,3.0,Very Low
trishul#4714,34,3153.0,16.323529411764707,Low
trislians#6196,1,18.0,3.0,Very Low
tristan#4988,1,18.0,3.0,Very Low
tristan2350,1,18.0,3.0,Very Low
trizin.,13,3496.0,48.92307692307692,Low
trnguyn21,1,18.0,3.0,Very Low
trophycat999,1,18.0,3.0,Very Low
truthisbitter,1,18.0,3.0,Very Low
truthsayer00,4,1556.0,70.25,Very Low
truthseeker8887,1,18.0,3.0,Very Low
tryk8729,2,8.0,1.0,Very Low
ts682#5874,1,18.0,3.0,Very Low
tseligas071,1,18.0,3.0,Very Low
tt1-y01#3465,1,18.0,3.0,Very Low
tthoraldson,1,18.0,3.0,Very Low
ttk100#9960,41,3035.0,14.902439024390244,Low
ttmholdvamos#0238,1,18.0,3.0,Very Low
ttorrighil6,1,18.0,3.0,Very Low
tuckmeister,1,18.0,3.0,Very Low
tuda#6428,1,18.0,3.0,Very Low
tudor199,2,36.0,3.0,Very Low
tugceozdeger,5,393.0,15.0,Very Low
tunaros,1,18.0,3.0,Very Low
tupaiterbang.,1,18.0,3.0,Very Low
turbon1troso3,1,56.0,11.0,Very Low
turkishtranslator,1,18.0,3.0,Very Low
turshija#5990,1,18.0,3.0,Very Low
tushar3694,7,706.0,19.142857142857142,Very Low
tvachon,1,162.0,31.0,Very Low
tvanburen,2,24.0,2.5,Very Low
tvw8342,1,18.0,3.0,Very Low
twells9070,1,18.0,3.0,Very Low
twelveohm,16,5323.0,59.25,Low
twenx,1,18.0,3.0,Very Low
twi4397,2,36.0,3.0,Very Low
twist17,2,8.0,1.0,Very Low
twistedneck,1,18.0,3.0,Very Low
twistindicks,3,594.0,39.0,Very Low
txngy,0,0.0,,
tyagach777,1,18.0,3.0,Very Low
tyler.scharf,4,283.0,13.5,Very Low
tyler_crypt0,1,2.0,1.0,Very Low
typowyx31,1,18.0,3.0,Very Low
tyrionreddy#9752,1,18.0,3.0,Very Low
t├╕rment#2172,1,18.0,3.0,Very Low
ubenjammin2,1,18.0,3.0,Very Low
